,Time Stamp,Region,Latitude,Longitude,Risk-Score,Risk-Level
302,03-21-2020,La Verne,34.10084260000001,-117.7678355,0.0,0
303,03-21-2020,Lake Balboa,34.1811656,-118.495236,0.3071437201694838,1
304,03-21-2020,Lakewood,33.8503463,-118.11719140000001,0.0,0
305,03-21-2020,Lancaster,34.6981064,-118.13661529999999,0.0,0
306,03-21-2020,Lawndale,33.8885217,-118.3531991,0.0,0
307,03-21-2020,Lomita,33.8036545,-118.3195014,0.0,0
308,03-21-2020,Lynwood,33.924831,-118.2024154,0.2973236383334698,1
309,03-21-2020,Manhattan Beach,33.8915985,-118.39512409999999,0.8689754784769914,1
310,03-21-2020,Mar Vista,34.0037605,-118.43916409999999,0.3564752660703173,1
311,03-21-2020,Melrose,34.0536909,-118.2427666,2.04855406915266,3
312,03-21-2020,Miracle Mile,34.008544,-118.13341499999999,1.1178658700567428,2
313,03-21-2020,Montebello,34.0159398,-118.111975,0.19780743068799536,1
314,03-21-2020,Monterey Park,34.051522,-118.129807,0.06587976910948527,0
315,03-21-2020,North Hollywood,34.1729044,-118.37403710000001,1.0527524643030681,2
316,03-21-2020,Northridge,34.2345615,-118.53693159999999,0.18715275515792168,1
317,03-21-2020,Pacific Palisades,34.0480643,-118.5264706,0.052983447945439535,0
318,03-21-2020,Palms,34.024732799999995,-118.4116152,0.215461108822669,1
319,03-21-2020,Park La Brea,34.067401600000004,-118.35523629999999,0.0,0
320,03-21-2020,Playa Vista,33.976010200000005,-118.4181654,0.0,0
321,03-21-2020,Redondo Beach,33.8455911,-118.38867659999998,1.270368590879046,2
322,03-21-2020,Reseda,34.200078399999995,-118.53698840000001,0.3220736279921114,1
323,03-21-2020,San Dimas,34.1066756,-117.8067257,0.0,0
324,03-21-2020,San Fernando,34.28497,-118.437652,0.0,0
325,03-21-2020,San Pedro,33.7358518,-118.2922934,0.0,0
326,03-21-2020,Santa Clarita,34.3916641,-118.54258600000001,0.8784313340462879,1
327,03-21-2020,Santa Monica,34.019470399999996,-118.4912273,1.6923704190998379,2
328,03-21-2020,Santa Monica Mountains,34.031132,-118.26150700000001,0.0,0
329,03-21-2020,Sherman Oaks,34.1508718,-118.4489865,0.3815577455653577,1
330,03-21-2020,Silverlake,34.092940999999996,-118.2697155,0.9766542034967853,1
331,03-21-2020,South El Monte,34.0519548,-118.04673390000002,0.0,0
332,03-21-2020,South Whittier,33.9435081,-118.03478270000001,0.3656872640757444,1
333,03-21-2020,Stevenson Ranch,34.3864721,-118.5826635,0.0,0
334,03-21-2020,Studio City,34.148398900000004,-118.39618770000001,0.0,0
335,03-21-2020,Sun Valley,34.2175042,-118.37035759999999,0.4145274353947394,1
336,03-21-2020,Sunland,34.266946600000004,-118.3023,0.0,0
337,03-21-2020,Sylmar,34.307625200000004,-118.44921480000001,0.0,0
338,03-21-2020,Tarzana,34.171443599999996,-118.54297890000001,0.26956204898456726,1
339,03-21-2020,Torrance,33.83584920000001,-118.34062879999999,0.6068266586427955,1
340,03-21-2020,Tujunga,34.252225,-118.2884105,0.0,0
341,03-21-2020,University Park,34.027449,-118.2839493,0.19375767747287675,1
342,03-21-2020,Valley Glen,34.182637899999996,-118.41386659999999,0.0,0
343,03-21-2020,Van Nuys,34.1866193,-118.4486669,0.5610440868813292,1
344,03-21-2020,Venice,33.995044,-118.4668875,0.35135789056721256,1
345,03-21-2020,Vermont Knolls,33.9668188,-118.29167,0.0,0
346,03-21-2020,Vermont Vista,33.9419475,-118.2858138,0.34060706410604163,1
347,03-21-2020,Vernon Central,34.007135,-118.22525,0.17678405951441079,1
348,03-21-2020,Walnut,34.020289399999996,-117.86533859999999,0.0,0
349,03-21-2020,West Adams,34.0294356,-118.35248329999999,0.35807766032542665,1
350,03-21-2020,West Covina,34.0686208,-117.93895259999998,0.30009560334777813,1
351,03-21-2020,West Hills,34.2032325,-118.645476,0.0,0
352,03-21-2020,West Hollywood,34.0923014,-118.36928940000001,1.7565421586742473,2
353,03-21-2020,West Los Angeles,34.0463986,-118.44813500000001,0.0,0
354,03-21-2020,West Vernon,34.007135,-118.22525,0.4837352881026022,1
355,03-21-2020,Westchester,33.9597349,-118.40063219999999,0.0,0
356,03-21-2020,Westlake,34.0629226,-118.27282040000001,0.0,0
